Country Name,Country Code,Indicator Name,Indicator Code,Year,GDP_growth
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.39718761930655
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,13.2796894430585
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.02715770392047
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.30379157223688
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.148810315966358
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.87704666776901
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,9.03422229307085
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.344382485474924
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.73616324743023
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.35675890276836
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.356322666680015
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,35.6253379697775
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.91026610604752
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.09953235956353
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-3.53018280627536
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.92336831492668
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.35122573247521
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.94345530501934
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.85189794903889
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.95920850752452
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.38726562476302
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,1.53691327860348
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.00456398151803
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,16.1642302799579
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,10.5006930565193
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.87140403055217
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.43883542963357
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.60000000000014
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.30285036160281
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.19793437407733
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.48929609301902
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.33023036415349
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.07964601769913
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.66193792051403
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,1.66310363813034
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,1.39480790955271
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,18.2604356281608
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,17.1751037343124
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.95936746483147
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.322503061045936
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.12538513712093
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-6.69424509512822
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.97498409121211
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.15396450322561
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.0
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-26.7682325190178
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,13.2214478025627
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.60618451087956
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.50244252579199
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.31073407399047
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,22.8809523807623
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.4364998524197
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.90273767425707
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.16683617700122
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.75867204189167
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.33510669177639
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.49004186095914
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.24617268114724
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,11.0491291615662
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.60762375201087
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.5343339451281
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,10.8127813441379
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.41162878464922
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-3.06885839129959
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.598802395751946
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,15.0599844546536
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.41744413625752
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.361334769033348
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.33159736027669
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,13.6234385336651
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,17.0170895648015
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.08039622928611
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,16.2496014636717
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.54610493021622
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,23.7524440164543
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.99773124231615
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,11.5634897772546
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.43353972209979
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.29999821375679
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.678203402307915
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,9.04235172630212
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.20945449847707
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.45630965160997
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.82553386110416
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.39853617849842
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-2.81674720732357
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.928812631617902
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.73009281741543
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,20.5401229170306
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,18.3419210639587
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.15618958985202
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,1.66446135972976
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,1.44711099517411
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.77840333051334
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-0.0415239926006876
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-3.38844861433063
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.9661051238955
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.24308781357648
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.90023041389311
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.52594953142729
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.820085509385436
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,4.74261282349629
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.20361632555698
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.34891213559636
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,19.5045771725012
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.60694647236357
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,17.8209781931578
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,16.6652197362105
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.92050370390294
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.43716681814959
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-0.449176341532421
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.04926017375946
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-1.84794086589453
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.17802800193388
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.18522273714355
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,12.8852722579078
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,1.63934426899741
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,8.79999999960357
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,1.05810487661601
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-2.11943776564645
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,16.2776477234168
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,12.2544466019418
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.98076526952687
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.82567755250072
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-2.05152258712673
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,9.32681108178437
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.41705459245169
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,16.2496014636717
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.60694647236357
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.18522273714352
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.40514537866505
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.87685265272428
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,10.4611795563238
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,-0.84509999999986
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.30601216563475
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.56766966827674
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,3.93547017536275
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.38803389552226
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,10.3768203159129
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,7.72773984679836
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,5.21426180203024
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,9.32203387555842
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,2.24986032919334
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,6.22097526707175
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1976,0.464838905185317
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,1.14153173539448
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.58674717603512
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.83857556823506
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,7.11992917515205
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,21.4393301701994
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,6.93414775653342
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.59515020162482
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.07998059425915
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,11.4694530439125
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,0.626154854021308
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.98366372995041
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,0.370353563662789
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.67305605001982
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,13.0176496122486
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,9.15492922086061
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,6.4965942870642
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.89743589581488
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.97121565700267
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.93432806978961
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.642205769032
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,10.9166970556663
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,7.90123454575553
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,12.0120400890027
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.80623491408234
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.53482670608555
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.43365209836408
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,10.4446863789668
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,7.5700000013704
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,7.31445915354267
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,13.7398715230551
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,0.760793601550816
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,-8.95342798038182
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.15850545346419
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,8.90447443155173
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.54817070721984
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,8.7095028615293
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,16.3620009498824
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.34721812001672
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,1.87029103033571
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.9817839508753
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.2585859864643
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,7.41328016109613
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.10579769414558
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.18345417905385
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.87640362231214
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,1.60484211178151
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,9.00304426669794
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.08560418689738
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.83857433385704
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.72568162577357
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.92933937037334
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,4.99634039005666
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,0.239510829311158
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,5.90401184226998
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,3.46431200428785
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.42621416497026
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,-12.582091168196
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,2.45775051743912
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1977,6.89430009522513
